game_rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Decade
2699,Lost Planet 2,Xbox 360,2010,Shooter,Capcom,0.38,0.24,0.08,0.06,0.76,2010
2700,SoulCalibur V,PlayStation 3,2012,Fighting,Namco Bandai Games,0.35,0.24,0.07,0.1,0.76,2010
2701,Portal 2,PC,2011,Shooter,Valve Software,0.33,0.32,0.0,0.11,0.76,2010
2702,Super Monkey Ball: Touch & Roll,Nintendo DS,2005,Misc,Sega,0.7,0.01,0.0,0.06,0.76,2000
2703,Pro Evolution Soccer 2015,PlayStation 4,2014,Sports,Konami Digital Entertainment,0.09,0.43,0.11,0.13,0.76,2010
2704,Drawn to Life: The Next Chapter,Wii U,2009,Puzzle,THQ,0.29,0.39,0.0,0.08,0.76,2000
2705,The Lord of the Rings: Conquest,PlayStation 3,2009,Action,Electronic Arts,0.38,0.26,0.0,0.12,0.76,2000
2706,Final Fantasy II,NES,1988,Role-Playing,SquareSoft,0.0,0.0,0.76,0.0,0.76,1980
2707,Tony Hawk's Pro Skater 2,N64,2001,Sports,Activision,0.59,0.16,0.0,0.01,0.76,2000
2708,Taiko no Tatsujin: Tatakon de Dodon ga Don,PlayStation 2,2002,Misc,Namco Bandai Games,0.0,0.0,0.76,0.0,0.76,2000
2709,Mega Man Battle Network 6: Cybeast Falzar / Gregar,GBA,2005,Role-Playing,Capcom,0.09,0.03,0.62,0.02,0.76,2000
2710,Syphon Filter: The Omega Strain,PlayStation 2,2004,Shooter,Sony Computer Entertainment,0.37,0.29,0.0,0.1,0.76,2000
2711,FIFA Soccer 11,PlayStation 2,2010,Sports,Electronic Arts,0.11,0.29,0.0,0.36,0.76,2010
2712,Deer Drive,Wii U,2009,Sports,Big Ben Interactive,0.67,0.04,0.0,0.05,0.76,2000
2713,Kane & Lynch: Dead Men,Xbox 360,2007,Shooter,Eidos Interactive,0.36,0.31,0.01,0.08,0.76,2000
2714,Assassin's Creed: Revelations,PC,2011,Action,Ubisoft,0.14,0.48,0.0,0.14,0.76,2010
2715,Mortal Kombat: Deception,Xbox,2004,Fighting,Midway Games,0.61,0.12,0.0,0.03,0.76,2000
2716,Ace Attorney Investigations: Miles Edgeworth,Nintendo DS,2009,Adventure,Capcom,0.27,0.15,0.3,0.04,0.76,2000
2717,That's So Raven,GBA,2004,Adventure,Disney Interactive Studios,0.54,0.2,0.0,0.01,0.76,2000
2718,FIFA 15,Wii U,2014,Sports,Electronic Arts,0.24,0.46,0.0,0.06,0.76,2010
2719,Marvel vs. Capcom 2: New Age of Heroes,PlayStation 2,2002,Fighting,Capcom,0.31,0.24,0.13,0.08,0.76,2000
2720,Need for Speed: Shift,PSP,2009,Racing,Electronic Arts,0.16,0.38,0.01,0.21,0.76,2000
2721,Kane & Lynch: Dead Men,PlayStation 3,2007,Shooter,Eidos Interactive,0.29,0.32,0.01,0.13,0.76,2000
2722,Dark Souls II,Xbox 360,2014,Role-Playing,Namco Bandai Games,0.48,0.2,0.01,0.06,0.76,2010
2723,True Crime: New York City,PlayStation 2,2005,Action,Activision,0.57,0.02,0.07,0.09,0.76,2000
2724,Legends of Wrestling,PlayStation 2,2001,Fighting,Acclaim Entertainment,0.37,0.29,0.0,0.1,0.76,2000
2725,Rockstar Games presents Table Tennis,Xbox 360,2006,Sports,Take-Two Interactive,0.28,0.39,0.0,0.09,0.76,2000
2726,Monopoly Streets,Wii U,2010,Misc,Electronic Arts,0.24,0.44,0.0,0.08,0.76,2010
2727,Genji: Days of the Blade,PlayStation 3,2006,Action,Sony Computer Entertainment,0.18,0.38,0.06,0.14,0.76,2000
2728,Harvest Moon: Animal Parade,Wii U,2008,Simulation,Rising Star Games,0.6,0.09,0.02,0.05,0.76,2000
2729,Final Fantasy Legend III,Game Boy Advance,1991,Role-Playing,SquareSoft,0.0,0.0,0.76,0.0,0.76,1990
2730,Total War: Rome II,PC,2013,Strategy,Sega,0.12,0.53,0.0,0.11,0.76,2010
2731,Rare Replay,Xbox One,2015,Misc,Microsoft Game Studios,0.47,0.21,0.01,0.07,0.75,2010
2732,Spectrobes,Nintendo DS,2007,Role-Playing,Disney Interactive Studios,0.67,0.03,0.0,0.06,0.75,2000
2733,Wall-E,PlayStation 2,2008,Platform,THQ,0.21,0.0,0.0,0.54,0.75,2000
2734,WWE SmackDown vs. Raw 2009,PSP,2008,Fighting,THQ,0.41,0.21,0.0,0.14,0.75,2000
2735,Band Hero,PlayStation 3,2009,Misc,Activision,0.41,0.24,0.0,0.11,0.75,2000
2736,Mega Man X5,PlayStation,2000,Platform,Capcom,0.3,0.21,0.2,0.05,0.75,2000
2737,Tearaway,PlayStation Vita,2013,Adventure,Sony Computer Entertainment Europe,0.17,0.39,0.0,0.19,0.75,2010
2738,DJ Hero 2,PlayStation 3,2010,Misc,Activision,0.47,0.19,0.0,0.09,0.75,2010
2739,The Godfather II,PlayStation 3,2009,Action,Electronic Arts,0.41,0.22,0.01,0.11,0.75,2000
2740,WWE SmackDown vs. Raw 2010,Wii U,2009,Fighting,THQ,0.51,0.17,0.0,0.07,0.75,2000
2741,Turok,Xbox 360,2008,Action,Touchstone,0.46,0.21,0.01,0.07,0.75,2000
2742,[Prototype 2],PlayStation 3,2012,Action,Activision,0.36,0.28,0.0,0.11,0.75,2010
2743,Shark Tale,PlayStation 2,2004,Action,Activision,0.37,0.29,0.0,0.1,0.75,2000
2744,San Francisco Rush: Extreme Racing,N64,1997,Racing,GT Interactive,0.63,0.11,0.0,0.01,0.75,1990
2745,The Amazing Spider-Man (Console Version),Xbox 360,2012,Action,Activision,0.43,0.26,0.0,0.06,0.75,2010
2746,Zone of the Enders,PlayStation 2,2001,Shooter,Konami Digital Entertainment,0.3,0.24,0.13,0.08,0.75,2000
2747,Red Faction: Guerrilla,PlayStation 3,2009,Shooter,THQ,0.33,0.28,0.02,0.12,0.75,2000
2748,Street Fighter EX Plus Alpha,PlayStation,1997,Fighting,Virgin Interactive,0.28,0.19,0.23,0.05,0.75,1990
2749,Madden NFL 06,PSP,2005,Sports,Electronic Arts,0.69,0.0,0.0,0.06,0.75,2000
2750,Coded Arms,PSP,2005,Shooter,Konami Digital Entertainment,0.28,0.29,0.0,0.18,0.75,2000
2751,Tony Hawk's Underground 2,Xbox,2004,Sports,Activision,0.48,0.24,0.0,0.03,0.75,2000
2752,Tales of Vesperia,Xbox 360,2008,Role-Playing,Atari,0.32,0.18,0.19,0.05,0.75,2000
2753,X-Men Origins: Wolverine - Uncaged Edition,PlayStation 3,2009,Action,Activision,0.31,0.32,0.0,0.13,0.75,2000
2754,Madagascar: Escape 2 Africa,Nintendo DS,2008,Action,Activision,0.42,0.26,0.0,0.07,0.75,2000
2755,Split/Second,PlayStation 3,2010,Racing,Disney Interactive Studios,0.31,0.31,0.01,0.12,0.75,2010
2756,Capcom vs. SNK 2: Mark of the Millennium 2001,PlayStation 2,2001,Fighting,Capcom,0.22,0.17,0.3,0.06,0.75,2000
2757,MVP 06 NCAA Baseball,PlayStation 2,2006,Sports,Electronic Arts,0.62,0.02,0.0,0.1,0.75,2000
2758,Just Dance 2015,WiiU,2014,Misc,Ubisoft,0.4,0.28,0.0,0.07,0.75,2010
2759,Borderlands: The Pre-Sequel,Xbox 360,2014,Shooter,Take-Two Interactive,0.46,0.22,0.01,0.06,0.75,2010
2760,LittleBigPlanet 3,PlayStation 3,2014,Platform,Sony Computer Entertainment,0.2,0.43,0.01,0.11,0.75,2010
2761,Marvel: Ultimate Alliance 2,PlayStation 3,2009,Role-Playing,Activision,0.49,0.16,0.0,0.09,0.75,2000
2762,Sega Superstars Tennis,Nintendo DS,2008,Sports,Sega,0.29,0.37,0.0,0.08,0.75,2000
2763,The Walking Dead: Season One,Xbox 360,2012,Adventure,Avanquest Software,0.55,0.14,0.0,0.05,0.75,2010
2764,Ace Combat: Assault Horizon,PlayStation 3,2011,Action,Namco Bandai Games,0.3,0.16,0.22,0.07,0.74,2010
2765,Jump Ultimate Stars,Nintendo DS,2006,Fighting,Nintendo,0.0,0.0,0.74,0.0,0.74,2000
2766,Jampack Summer 2001,PlayStation 2,2001,Misc,Sony Computer Entertainment,0.36,0.28,0.0,0.1,0.74,2000
2767,Resonance of Fate,PlayStation 3,2010,Role-Playing,Sega,0.2,0.22,0.24,0.09,0.74,2010
2768,Burnout,PlayStation 2,2001,Racing,Acclaim Entertainment,0.36,0.28,0.0,0.1,0.74,2000
2769,Tom Clancy's Rainbow Six: Vegas,PSP,2007,Shooter,Ubisoft,0.42,0.19,0.0,0.14,0.74,2000
2770,Final Fantasy XIII-2,Xbox 360,2011,Role-Playing,Square Enix,0.36,0.3,0.02,0.06,0.74,2010
2771,LEGO Batman 2: DC Super Heroes,Nintendo 3DS,2012,Action,Warner Bros. Interactive Entertainment,0.41,0.27,0.0,0.06,0.74,2010
2772,Mortal Kombat: Unchained,PSP,2006,Fighting,Midway Games,0.67,0.01,0.0,0.06,0.74,2000
2773,Mario & Luigi: Paper Jam,Nintendo 3DS,2015,Role-Playing,Nintendo,0.16,0.3,0.25,0.04,0.74,2010
2774,Yu-Gi-Oh! Dungeon Dice Monsters,GBA,2001,Misc,Konami Digital Entertainment,0.42,0.16,0.15,0.01,0.74,2000
2775,Brink,PlayStation 3,2011,Shooter,Bethesda Softworks,0.29,0.32,0.01,0.12,0.74,2010
2776,LEGO Marvel Super Heroes,WiiU,2013,Action,Warner Bros. Interactive Entertainment,0.31,0.35,0.02,0.06,0.74,2010
2777,Blur,PlayStation 3,2010,Racing,Activision,0.22,0.37,0.02,0.13,0.74,2010
2778,Madden NFL 11,Wii U,2007,Sports,Unknown,0.7,0.0,0.0,0.05,0.74,2000
2779,Namco Museum Remix,Wii U,2007,Misc,Atari,0.68,0.0,0.0,0.05,0.74,2000
2780,Midnight Club 3: DUB Edition,Xbox,2005,Racing,Take-Two Interactive,0.61,0.1,0.0,0.03,0.74,2000
2781,Crysis 2,PC,2011,Action,Electronic Arts,0.16,0.45,0.0,0.13,0.74,2010
2782,The Lord of the Rings: The Two Towers,GBA,2002,Action,Electronic Arts,0.53,0.2,0.0,0.01,0.74,2000
2783,Tiger Woods PGA Tour 2001,PlayStation 2,2001,Sports,Electronic Arts,0.36,0.28,0.0,0.09,0.74,2000
2784,Indiana Jones and the Staff of Kings,Wii U,2009,Action,Activision,0.36,0.3,0.0,0.08,0.74,2000
2785,Jet Moto 3,PlayStation,1999,Racing,Sony Computer Entertainment,0.41,0.28,0.0,0.05,0.74,1990
2786,Naruto Shippuden: Ultimate Ninja Storm Generations,PlayStation 3,2012,Fighting,Namco Bandai Games,0.27,0.25,0.14,0.08,0.74,2010
2787,Unreal Championship,Xbox,2002,Shooter,Atari,0.59,0.12,0.0,0.03,0.74,2000
2788,WarioWare: Twisted!,GBA,2007,Puzzle,Unknown,0.16,0.06,0.5,0.02,0.74,2000
2789,Pirates of the Caribbean: At World's End,PlayStation 3,2007,Action,Disney Interactive Studios,0.17,0.41,0.0,0.15,0.74,2000
2790,Tiger Woods PGA Tour 08,PlayStation 3,2007,Sports,Electronic Arts,0.22,0.38,0.0,0.14,0.74,2000
2791,Persona 4: Arena,PlayStation 3,2012,Fighting,Atlus,0.3,0.12,0.24,0.07,0.74,2010
2792,Sword of Mana,GBA,2003,Role-Playing,Nintendo,0.31,0.11,0.3,0.02,0.74,2000
2793,Harvest Moon DS: Island of Happiness,Nintendo DS,2007,Simulation,Rising Star Games,0.44,0.01,0.25,0.04,0.74,2000
2794,Star Ocean: The Last Hope International,PlayStation 3,2010,Role-Playing,Square Enix,0.28,0.16,0.22,0.08,0.73,2010
2795,The Sims 2: Castaway,Nintendo DS,2007,Simulation,Electronic Arts,0.63,0.05,0.0,0.06,0.73,2000
2796,FIFA: Road to World Cup 98,PlayStation,1997,Sports,Electronic Arts,0.14,0.09,0.46,0.05,0.73,1990
2797,Dragon Ball Z: Ultime Menace,SNES,1993,Fighting,Namco Bandai Games,0.0,0.0,0.73,0.0,0.73,1990
2798,Classic NES Series: Donkey Kong,GBA,2004,Platform,Nintendo,0.4,0.15,0.17,0.01,0.73,2000
2799,Call of Duty: Ghosts,PC,2013,Shooter,Activision,0.23,0.41,0.0,0.09,0.73,2010
2800,Yoshi,Game Boy Advance,1991,Puzzle,Nintendo,0.0,0.0,0.73,0.0,0.73,1990
2801,Mortal Kombat 4,N64,1998,Fighting,GT Interactive,0.55,0.17,0.0,0.01,0.73,1990
2802,F1 2011,Xbox 360,2011,Racing,Codemasters,0.11,0.51,0.01,0.09,0.73,2010
2803,Madden NFL 10,Wii U,2009,Sports,Electronic Arts,0.63,0.04,0.0,0.06,0.73,2000
2804,Kirby: Canvas Curse,Nintendo DS,2005,Platform,Nintendo,0.37,0.0,0.32,0.04,0.73,2000
2805,Croc 2,PlayStation,1999,Platform,Fox Interactive,0.41,0.28,0.0,0.05,0.73,1990
2806,Practise English!,Nintendo DS,2007,Misc,Nintendo,0.0,0.0,0.73,0.0,0.73,2000
2807,Oddworld: Munch's Oddysee,Xbox,2001,Platform,Atari,0.54,0.16,0.0,0.03,0.73,2000
2808,Berzerk,2600,1981,Shooter,Atari,0.68,0.04,0.0,0.01,0.73,1980
2809,NHL 11,Xbox 360,2010,Sports,Electronic Arts,0.61,0.07,0.0,0.05,0.73,2010
2810,Dragon Age: Inquisition,PC,2014,Role-Playing,Electronic Arts,0.32,0.34,0.0,0.07,0.73,2010
2811,iCarly,Nintendo DS,2009,Adventure,Activision,0.67,0.01,0.0,0.05,0.73,2000
2812,DiRT 3,Xbox 360,2011,Racing,Codemasters,0.23,0.41,0.01,0.08,0.73,2010
2813,NCAA Football 07,Xbox 360,2006,Sports,Electronic Arts,0.67,0.0,0.0,0.06,0.73,2000
2814,Just Dance Wii,Wii U,2011,Misc,Nintendo,0.0,0.0,0.73,0.0,0.73,2010
2815,Full Spectrum Warrior,Xbox,2004,Strategy,THQ,0.54,0.16,0.0,0.03,0.73,2000
2816,Katamari Damacy,PlayStation 2,2004,Puzzle,Namco Bandai Games,0.47,0.02,0.17,0.08,0.73,2000
2817,Beyblade VForce: Ultimate Blader Jam,GBA,2003,Action,Atari,0.52,0.19,0.0,0.01,0.73,2000
2818,Ratchet & Clank Collection,PlayStation 3,2012,Action,Sony Computer Entertainment,0.47,0.14,0.02,0.09,0.73,2010
2819,Avatar: The Game,Wii U,2009,Action,Ubisoft,0.33,0.32,0.0,0.08,0.73,2000
2820,Shaun Palmer's Pro Snowboarder,PlayStation 2,2001,Sports,Codemasters,0.36,0.28,0.0,0.09,0.73,2000
2821,MX vs. ATV Reflex,Xbox 360,2009,Racing,THQ,0.52,0.15,0.0,0.06,0.73,2000
2822,Imagine: Interior Designer,Nintendo DS,2008,Simulation,Ubisoft,0.34,0.31,0.0,0.08,0.73,2000
2823,SSX,Xbox 360,2012,Sports,Electronic Arts,0.38,0.28,0.0,0.06,0.72,2010
2824,Style Savvy: Trendsetters,Nintendo 3DS,2012,Simulation,Nintendo,0.16,0.02,0.53,0.01,0.72,2010
2825,James Bond 007: Agent Under Fire,GameCube,2002,Shooter,Electronic Arts,0.56,0.15,0.0,0.02,0.72,2000
2826,XCOM: Enemy Unknown,PC,2012,Strategy,Take-Two Interactive,0.26,0.36,0.0,0.1,0.72,2010
2827,Rabbids Go Home,Nintendo DS,2009,Platform,Ubisoft,0.35,0.3,0.0,0.07,0.72,2000
2828,Star Wars Episode III: Revenge of the Sith,GBA,2005,Action,Ubisoft,0.52,0.19,0.0,0.01,0.72,2000
2829,Ultimate Spider-Man,PlayStation 2,2005,Action,Activision,0.6,0.02,0.0,0.1,0.72,2000
2830,FIFA Soccer 13,Wii U,2012,Action,Electronic Arts,0.19,0.46,0.0,0.08,0.72,2010
2831,God Eater,PSP,2010,Action,Unknown,0.0,0.0,0.72,0.0,0.72,2010
2832,Final Fantasy XIV: A Realm Reborn,PlayStation 4,2014,Role-Playing,Square Enix,0.32,0.22,0.08,0.1,0.72,2010
2833,SD Gundam G Generation,PlayStation,1998,Strategy,Namco Bandai Games,0.0,0.0,0.67,0.05,0.72,1990
2834,Area 51,PlayStation,1996,Shooter,GT Interactive,0.4,0.27,0.0,0.05,0.72,1990
2835,NBA Live 08,PlayStation 2,2007,Sports,Electronic Arts,0.59,0.02,0.01,0.1,0.72,2000
2836,Dead to Rights,Xbox,2002,Shooter,Electronic Arts,0.53,0.17,0.0,0.03,0.72,2000
2837,Tiger Woods PGA Tour 07,PlayStation 2,2006,Sports,Electronic Arts,0.6,0.02,0.0,0.1,0.72,2000
2838,Test Drive 6,PlayStation,1999,Racing,Atari,0.4,0.27,0.0,0.05,0.72,1990
2839,Kouchuu Ouja Mushi King,GBA,2005,Action,Sega,0.0,0.0,0.7,0.02,0.72,2000
2840,LEGO Harry Potter: Years 5-7,Nintendo DS,2007,Action,Warner Bros. Interactive Entertainment,0.35,0.3,0.0,0.07,0.72,2000
2841,Major League Baseball 2K7,Xbox 360,2007,Sports,Spike,0.67,0.0,0.0,0.05,0.72,2000
2842,X-Men: Mutant Academy 2,PlayStation,2001,Fighting,Activision,0.4,0.27,0.0,0.05,0.72,2000
2843,Terraria,Xbox 360,2013,Action,505 Games,0.35,0.31,0.0,0.06,0.72,2010
2844,Jampack Winter 2001,PlayStation 2,2001,Misc,Sony Computer Entertainment,0.35,0.28,0.0,0.09,0.72,2000
2845,Kangaroo,2600,1982,Platform,Atari,0.67,0.04,0.0,0.01,0.72,1980
2846,James Bond 007: Blood Stone,PlayStation 3,2010,Shooter,Activision,0.18,0.38,0.02,0.13,0.72,2010
2847,Ben 10: Protector of Earth,PSP,2007,Action,D3Publisher,0.23,0.31,0.0,0.18,0.72,2000
2848,Skate,Xbox 360,2007,Sports,Electronic Arts,0.62,0.04,0.0,0.06,0.72,2000
2849,Super Monkey Ball Jr.,GBA,2002,Puzzle,Atari,0.51,0.19,0.0,0.01,0.72,2000
2850,Driver: San Francisco,Xbox 360,2011,Racing,Ubisoft,0.25,0.39,0.0,0.08,0.72,2010
2851,MLB 09: The Show,PlayStation 3,2009,Sports,Sony Computer Entertainment,0.66,0.0,0.0,0.05,0.72,2000
2852,Monster Hunter Tri,WiiU,2012,Role-Playing,Nintendo,0.26,0.19,0.22,0.04,0.72,2010
2853,Mobile Suit Gundam: Encounters in Space,PlayStation 2,2003,Simulation,Namco Bandai Games,0.05,0.04,0.61,0.01,0.72,2000
2854,Catherine,PlayStation 3,2011,Adventure,Deep Silver,0.3,0.15,0.2,0.07,0.72,2010
2855,Fear Effect,PlayStation,1998,Action,Eidos Interactive,0.4,0.27,0.0,0.05,0.72,1990
2856,FIFA Soccer 11,Nintendo DS,2010,Sports,Electronic Arts,0.13,0.5,0.0,0.09,0.72,2010
2857,Crysis,PC,2007,Shooter,Electronic Arts,0.0,0.69,0.0,0.03,0.72,2000
2858,Battlefield: Bad Company 2,PC,2010,Shooter,Electronic Arts,0.19,0.53,0.0,0.0,0.71,2010
2859,The Lord of the Rings: The Two Towers,Xbox,2002,Action,Electronic Arts,0.45,0.24,0.0,0.03,0.71,2000
2860,Madden NFL 2003,Xbox,2002,Sports,Electronic Arts,0.67,0.02,0.0,0.03,0.71,2000
2861,Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,Wii U,2007,Role-Playing,Square Enix,0.18,0.01,0.5,0.02,0.71,2000
2862,MLB 13: The Show,PlayStation 3,2013,Sports,Sony Computer Entertainment,0.66,0.0,0.0,0.05,0.71,2010
2863,Omerta: City of Gangsters,Xbox 360,2011,Simulation,Konami Digital Entertainment,0.42,0.23,0.0,0.06,0.71,2010
2864,Dragon Quest Heroes: The World's Tree Woe and the Blight Below,PlayStation 4,2015,Action,Square Enix,0.16,0.13,0.37,0.06,0.71,2010
2865,Virtua Fighter 4: Evolution,PlayStation 2,2003,Fighting,Sega,0.35,0.27,0.0,0.09,0.71,2000
2866,Top Spin 4,PlayStation 3,2011,Sports,Take-Two Interactive,0.17,0.4,0.0,0.14,0.71,2010
2867,Resident Evil: Survivor,PlayStation,2000,Action,Eidos Interactive,0.23,0.15,0.29,0.05,0.71,2000
2868,Dynasty Warriors 6,PlayStation 3,2007,Action,Tecmo Koei,0.18,0.08,0.41,0.04,0.71,2000
2869,Super Trucks Racing,PlayStation 2,2002,Racing,Jester Interactive,0.35,0.27,0.0,0.09,0.71,2000
2870,Persona Q: Shadow of the Labyrinth,Nintendo 3DS,2014,Role-Playing,Nippon Ichi Software,0.33,0.07,0.27,0.04,0.71,2010
2871,Madden NFL 08,PSP,2007,Sports,Electronic Arts,0.6,0.04,0.0,0.07,0.71,2000
2872,Godzilla: Destroy All Monsters Melee,GameCube,2002,Fighting,Atari,0.55,0.14,0.0,0.02,0.71,2000
2873,Jeremy McGrath Supercross 2000,PlayStation,2000,Racing,Acclaim Entertainment,0.4,0.27,0.0,0.05,0.71,2000
2874,Conker: Live And Reloaded,Xbox,2005,Adventure,Microsoft Game Studios,0.49,0.2,0.0,0.02,0.71,2000
2875,Silent Hill 3,PlayStation 2,2003,Action,Konami Digital Entertainment,0.35,0.27,0.0,0.09,0.71,2000
2876,Madden NFL 09,PSP,2008,Sports,Electronic Arts,0.65,0.0,0.0,0.06,0.71,2000
2877,Final Fantasy X/X-2 HD Remaster,PlayStation 4,2015,Role-Playing,Square Enix,0.29,0.25,0.06,0.11,0.71,2010
2878,Yu-Gi-Oh! The Falsebound Kingdom,GameCube,2002,Strategy,Konami Digital Entertainment,0.49,0.13,0.07,0.02,0.71,2000
2879,LEGO Rock Band,Wii U,2009,Misc,Warner Bros. Interactive Entertainment,0.42,0.22,0.0,0.07,0.71,2000
2880,MLB 10: The Show,PlayStation 3,2010,Sports,Sony Computer Entertainment,0.66,0.0,0.0,0.05,0.71,2010
2881,Spyro: Enter the Dragonfly,GameCube,2002,Platform,Universal Interactive,0.55,0.14,0.0,0.02,0.71,2000
2882,Scooby-Doo 2: Monsters Unleashed,GBA,2004,Action,THQ,0.51,0.19,0.0,0.01,0.71,2000
2883,Power Rangers: Dino Thunder,PlayStation 2,2004,Action,THQ,0.35,0.27,0.0,0.09,0.71,2000
2884,Rhythm Heaven: The Best+,Nintendo 3DS,2015,Misc,Nintendo,0.0,0.0,0.71,0.0,0.71,2010
2885,LEGO Racers,N64,1999,Racing,LEGO Media,0.51,0.18,0.0,0.01,0.71,1990
2886,WWF Attitude,N64,1999,Fighting,Acclaim Entertainment,0.57,0.13,0.0,0.01,0.71,1990
2887,Blast Corps,N64,1997,Action,Nintendo,0.39,0.09,0.17,0.06,0.71,1990
2888,LEGO Harry Potter: Years 1-4,PSP,2010,Action,Warner Bros. Interactive Entertainment,0.14,0.37,0.0,0.19,0.71,2010
2889,Tactics Ogre: Let Us Cling Together,SNES,1995,Role-Playing,Quest,0.0,0.0,0.71,0.0,0.71,1990
2890,"WarioWare, Inc.: Mega Party Game$",GameCube,2003,Puzzle,Nintendo,0.2,0.05,0.44,0.02,0.71,2000
2891,Football Manager 2014,PC,2013,Sports,Sega,0.0,0.6,0.0,0.1,0.71,2010
2892,Battle Arena Toshinden 2,PlayStation,1995,Fighting,Sony Computer Entertainment,0.15,0.1,0.41,0.05,0.71,1990
2893,WWE SmackDown vs. Raw 2011,PSP,2010,Fighting,THQ,0.22,0.31,0.0,0.17,0.71,2010
2894,Jeopardy!,PlayStation,1997,Misc,Hasbro Interactive,0.39,0.27,0.0,0.05,0.71,1990
2895,South Park,PlayStation,1998,Shooter,Acclaim Entertainment,0.39,0.27,0.0,0.05,0.71,1990
2896,Metal Gear Solid V: The Phantom Pain,Xbox One,2015,Action,Konami Digital Entertainment,0.37,0.26,0.01,0.06,0.71,2010
2897,Two Worlds,Xbox 360,2007,Role-Playing,SouthPeak Games,0.41,0.23,0.0,0.07,0.71,2000
2898,Doom 3: Resurrection of Evil,Xbox,2005,Shooter,Activision,0.53,0.15,0.0,0.03,0.71,2000
2899,NCAA Football 09,Xbox 360,2008,Sports,Electronic Arts,0.65,0.0,0.0,0.05,0.71,2000
2900,NBA Live 09,Xbox 360,2008,Sports,Electronic Arts,0.5,0.14,0.0,0.07,0.71,2000
2901,Ratchet & Clank: Into the Nexus,PlayStation 3,2013,Shooter,Sony Computer Entertainment,0.3,0.29,0.0,0.11,0.71,2010
2902,Spider-Man 2,PSP,2005,Action,Activision,0.35,0.21,0.0,0.14,0.71,2000
2903,2014 FIFA World Cup Brazil,PlayStation 3,2014,Sports,Electronic Arts,0.15,0.39,0.01,0.16,0.71,2010
2904,London 2012: The Official Video Game of the Olympic Games,PlayStation 3,2012,Sports,Sega,0.06,0.5,0.0,0.15,0.7,2010
2905,NHL 12,Xbox 360,2011,Sports,Electronic Arts,0.55,0.1,0.0,0.05,0.7,2010
2906,Tony Hawk's Underground,GameCube,2003,Sports,Activision,0.54,0.14,0.0,0.02,0.7,2000
2907,Infinite Undiscovery,Xbox 360,2008,Role-Playing,Square Enix,0.34,0.18,0.12,0.06,0.7,2000
2908,Super Bomberman 3,SNES,1994,Puzzle,Hudson Soft,0.0,0.0,0.7,0.0,0.7,1990
2909,Command & Conquer: Red Alert Retaliation,PlayStation,1998,Strategy,Virgin Interactive,0.39,0.27,0.0,0.05,0.7,1990
2910,The Sims 2: Apartment Pets,Nintendo DS,2008,Simulation,Electronic Arts,0.32,0.31,0.0,0.07,0.7,2000
2911,Star Wars: Obi-Wan,Xbox,2001,Action,Activision,0.52,0.16,0.0,0.02,0.7,2000
2912,NCAA Football 08,Xbox 360,2007,Sports,Electronic Arts,0.65,0.0,0.0,0.05,0.7,2000
2913,Kill.Switch,PlayStation 2,2003,Shooter,Sony Computer Entertainment,0.34,0.27,0.0,0.09,0.7,2000
2914,Lalaloopsy,Nintendo DS,2011,Simulation,Activision,0.54,0.1,0.0,0.06,0.7,2010
2915,Madden NFL 2005,GameCube,2004,Sports,Electronic Arts,0.54,0.14,0.0,0.02,0.7,2000
2916,F-14 Tomcat,GBA,2001,Action,Majesco Entertainment,0.5,0.19,0.0,0.01,0.7,2000
2917,SplashDown,PlayStation 2,2001,Racing,Atari,0.34,0.27,0.0,0.09,0.7,2000
2918,NCAA Football 98,PlayStation,1997,Sports,Electronic Arts,0.39,0.27,0.0,0.05,0.7,1990
2919,Jade Empire,Xbox,2005,Role-Playing,Microsoft Game Studios,0.48,0.19,0.0,0.03,0.7,2000
2920,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PlayStation 3,2009,Shooter,Activision,0.28,0.3,0.0,0.12,0.7,2000
2921,The Sims 3,Nintendo DS,2010,Simulation,Electronic Arts,0.39,0.25,0.0,0.06,0.7,2010
2922,Skylanders: Trap Team,WiiU,2014,Action,Activision,0.39,0.25,0.0,0.06,0.7,2010
2923,Prince of Persia: The Forgotten Sands,PlayStation 3,2010,Action,Ubisoft,0.19,0.36,0.01,0.13,0.7,2010
2924,Chocobo's Dungeon 2,PlayStation,1998,Role-Playing,SquareSoft,0.04,0.03,0.58,0.05,0.7,1990
2925,Advance Wars,GBA,2001,Strategy,Nintendo,0.5,0.19,0.0,0.01,0.7,2000
2926,Hannah Montana: The Movie,Nintendo DS,2009,Adventure,Disney Interactive Studios,0.38,0.25,0.0,0.07,0.7,2000
2927,World of Zoo,Nintendo DS,2009,Simulation,THQ,0.43,0.2,0.0,0.06,0.7,2000
2928,Ape Escape: On the Loose,PSP,2005,Platform,Sony Computer Entertainment,0.52,0.01,0.12,0.05,0.7,2000
2929,NASCAR 2001,PlayStation 2,2000,Racing,Electronic Arts,0.34,0.27,0.0,0.09,0.7,2000
2930,IL-2 Sturmovik: Birds of Prey,PlayStation 3,2009,Simulation,505 Games,0.34,0.26,0.0,0.1,0.7,2000
